id,en,zh,repair,reason
那我得重新斟酌一下决断了。,Then I need to make a new decision.,那我得重新斟酌一下决断了。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
将军，我们会按照您的决策进行行事的,"General, we will act according to your decision.",将军，我们会按照您的决策进行行事的,"General, we will act according to your decision.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
嗯？为何如此？我不是这城的刺史吗？为何还要征询他们的意见？,"Hmm, why? Am I not the governor of this city? Why do I need to gather their opinions?",嗯？为何如此？我不是这城的刺史吗？为何还要征询他们的意见？,"Hmm, why? Am I not the governor of this city? Why do I need to gather their opinions?",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
哦，将军，您自然是刺史无疑。只是这些大人物掌控着城中的核心资源，许多事离不开他们的配合。若他们对您心生不满，表面不敢违抗，可背地里出工不出力却是常事。,"Oh, General, you are certainly the governor of this city. However, those prominent figures control the city's core resources, and many things require their cooperation to accomplish. If they become dissatisfied with you, they might not openly defy you, but behind the scenes, it's common for them to work without putting in real effort.",哦，将军，您自然是刺史无疑。只是这些大人物掌控着城中的核心资源，许多事离不开他们的配合。若他们对您心生不满，表面不敢违抗，可背地里出工不出力却是常事。,"Oh, General, you are certainly the governor of this city. However, those prominent figures control the city's core resources, and many things require their cooperation to accomplish. If they become dissatisfied with you, they might not openly defy you, but behind the scenes, it's common for them to work without putting in real effort.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
为什么？我就不能强令他们积极行事吗？,Why? Can't I force them to take positive action?,为什么？我就不能强令他们积极行事吗？,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
当然可以，大人。只是这种事难以抓到真凭实据，若错判了他们，反倒可能被传出流言，让您失了民心。,"Of course, General, you can. But it's difficult to obtain concrete evidence in such matters. If you wrongly accuse them, it could spread, causing you to lose the people's trust.",当然可以，大人。只是这种事难以抓到真凭实据，若错判了他们，反倒可能被传出流言，让您失了民心。,"Of course, General, you can. But it's difficult to obtain concrete evidence in such matters. If you wrongly accuse them, it could spread, causing you to lose the people's trust.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
那就不能调查他们吗？,Can't we investigate them?,那就不能调查他们吗？,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
将军，若您正式调查，他们定会装得“积极”无比，可这只是假象。磨洋工的手法隐秘难查，甚至会事先安排替罪羊暗中捣乱。一旦如此，大人的计划就难以推进了。因此，最好一开始便征询他们的意见，避免这些麻烦。,"General, once you start an official investigation, you will find that they all appear to be very 'active,' but this is just a façade. Slacking off in secret won't be easy for you to detect, and they'll arrange scapegoats to cause trouble behind the scenes. If this happens, it will be difficult for you to move forward with your plans. That's why it's often necessary to gather their opinions from the start to prevent such things from happening.",将军，若您正式调查，他们定会装得“积极”无比，可这只是假象。磨洋工的手法隐秘难查，甚至会事先安排替罪羊暗中捣乱。一旦如此，大人的计划就难以推进了。因此，最好一开始便征询他们的意见，避免这些麻烦。,"General, once you start an official investigation, you will find that they all appear to be very 'active,' but this is just a façade. Slacking off in secret won't be easy for you to detect, and they'll arrange scapegoats to cause trouble behind the scenes. If this happens, it will be difficult for you to move forward with your plans. That's why it's often necessary to gather their opinions from the start to prevent such things from happening.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
好，我明白了。,I see,好，我明白了。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
大人，请选择你想要实施的法律,"My Lord, please choose the law you wish to implement.",大人，请选择你想要实施的法律,"My Lord, please choose the law you wish to implement.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
大人，今日公务已毕。听说将军接下来要去校场探望老部下？,"Very well, my Lord, today's work is completed. I heard that your schedule today includes a visit to the Drill Ground to check on your old subordinates.",大人，今日公务已毕。听说将军接下来要去校场探望老部下？,"Very well, my Lord, today's work is completed. I heard that your schedule today includes a visit to the Drill Ground to check on your old subordinates.",标点格式/术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
是啊，我在外奔波了一周，也该跟弟兄们聚一聚了。,"Yes, I've been away for a week. It's time to gather with my subordinates.",是啊，我在外奔波了一周，也该跟弟兄们聚一聚了。,"Yes, I've been away for a week. It's time to gather with my subordinates.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
您说得是，只是还请提防那丹阳派……,"You're right, but please be cautious of the Danyang faction.",您说得是，只是还请提防那丹阳派……,"You're right, but please be cautious of the Danyang faction.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
丹阳派？他们又惹了什么祸？,The Danyang faction? Have they done something wrong?,丹阳派？他们又惹了什么祸？,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
这话不便由我细说，但他们欺行霸市已非一日，譬如抢夺百姓的米钱，民怨颇深。,"This is not for me to say, but they've been bullying the market for a long time... For example, robbing innocent people of their rice and money.",这话不便由我细说，但他们欺行霸市已非一日，譬如抢夺百姓的米钱，民怨颇深。,"This is not for me to say, but they've been bullying the market for a long time... For example, robbing innocent people of their rice and money.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
