repair,reason
"The Merchant Relief mode will affect the support of Great Clans, the Scholar Relief mode will affect the support of Literati, and the Military Relief mode will affect the support of the Danyang faction.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"My lords, after three rounds of disaster relief, the food shortage in Xuzhou has finally been alleviated. However, we must not grow complacent—the threat of Yuan Shu still looms unresolved.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"My lord, though our grain crisis has been temporarily relieved, the hidden threat of Yuan Shu's spies remains. Grant me a few days, and I shall root out the lurking dangers in the city and sever his claws!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Gentlemen, we have urgent matters to discuss. Today I encountered a third party—none other than Marquis Wen, Lü Bu. He claims to have intentions of joining Xuzhou and requests our acceptance. I have yet to give a definitive answer, deciding first to observe his movements before making a final decision.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"My Lord, considering the rebellion of the Taishan generals, accepting Lü Bu might be a wise move. His martial prowess and fearsome reputation could intimidate the rebels, helping you swiftly quell the unrest in Xuzhou and consolidate your power.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"My Lord, although General Cao Bao is a key military officer with extensive experience, he was originally under Tao Qian's command and is rumored to have close ties with Yuan Shu. When facing Yuan Shu, his loyalty may waver, and his impulsive nature could lead to biased counsel. If you insist on consulting him, we shall not object, but we urge you to remain vigilant.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"General Cao believes that although Lü Bu is unpredictable, his military prowess could be utilized to strengthen the northern border defenses and restrain the Taishan generals. He suggests granting Lü Bu a degree of autonomy while dispatching trusted officers to jointly garrison the area, ensuring effective supervision and control.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"My Lord, General Cao's strategy coincides perfectly with my own thoughts. Recruiting Lu Bu would not only intimidate the generals of Mount Tai but also swiftly quell the unrest in Xuzhou, allowing you to temporarily consolidate control over the region. This plan is indeed worth careful consideration.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"My Lord, though Lü Bu is formidable in strength, his loyalty is unpredictable. General Cao's strategy is feasible, yet we must proceed with caution and devise a meticulous plan to ensure absolute success.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Since all of you agree this plan is feasible, we shall proceed accordingly. Chen Deng, you are responsible for drafting the initial proposal to recruit Lü Bu; Mi Zhu, you will assist in overseeing the implementation details to ensure nothing goes wrong.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Lu Bu's faction joins, Labor increases by 1000",术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"My Lord, although Yuan Shu has suffered a temporary setback, his threat is not yet fully eliminated. More importantly, we must stabilize Xuzhou internally, ensuring food supplies and maintaining the people's morale.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Indeed. The most important thing now is to stabilize Xuzhou. Additionally, intelligence indicates that Lü Bu and Yuan Shu have been exchanging letters, but we need not pay too much attention to this for now. After all, a significant portion of our military support relies on Lü Bu's Bingzhou cavalry—we cannot afford to break ties with him lightly.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"In that case, prepare to reward the meritorious and commend those who contributed to this operation immediately. This is not only recognition of their efforts but also a boost to morale.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"We must maintain close ties with Cao Cao and Yuan Shao, anticipating their support. Especially with Yuan Shao, we need to ensure his continued backing. Mi Zhu, you are responsible for communicating with them to secure more resources and military aid.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
